1000  1.1e-07
1500  1.1e-07
2000  1.11e-07
2500  1.6e-07
3000  1.71e-07
3500  1.4e-07
4000  1.2e-07
4500  1e-07
5000  1.1e-07
5500  1.1e-07
6000  1e-07
6500  1.11e-07
7000  1.11e-07
7500  1.11e-07
8000  1e-07
8500  1.4e-07
9000  1.3e-07
9500  1.41e-07
10000  1e-07
10500  1e-07
11000  1.01e-07
11500  9e-08
12000  1e-07
12500  1e-07
13000  1.01e-07
13500  1.7e-07
14000  1.5e-07
14500  1.6e-07
15000  1.7e-07
15500  1.1e-07
16000  1.11e-07
16500  1e-07
17000  1e-07
17500  1e-07
18000  1.01e-07
18500  1.1e-07
19000  1.1e-07
19500  1.11e-07
20000  1e-07
20500  1.1e-07
21000  1.1e-07
21500  9e-08
22000  1.1e-07
22500  1e-07
23000  1.1e-07
23500  9.1e-08
24000  1e-07
24500  1.1e-07
25000  1e-07
25500  1.11e-07
26000  1.61e-07
26500  1e-07
27000  7.1e-08
27500  7e-08
28000  1.3e-07
28500  7e-08
29000  6e-08
29500  7e-08
30000  7e-08
30500  7e-08
31000  1.3e-07
31500  7e-08
32000  7.1e-08
32500  7e-08
33000  1e-07
33500  1.11e-07
34000  1.1e-07
34500  1e-07
35000  9e-08
35500  1e-07
36000  9e-08
36500  9e-08
37000  9e-08
37500  1.1e-07
38000  1.61e-07
38500  1.5e-07
39000  1.6e-07
39500  1.7e-07
40000  1.6e-07
40500  1.6e-07
41000  1.1e-07
41500  1.1e-07
42000  1.1e-07
42500  1.5e-07
43000  1.7e-07
43500  1.6e-07
44000  1.1e-07
44500  1e-07
45000  1.1e-07
45500  1.1e-07
46000  1.1e-07
46500  1e-07
47000  1.1e-07
47500  1.1e-07
48000  1.1e-07
48500  1e-07
49000  1.1e-07
49500  1e-07
50000  1e-07
50500  1e-07
51000  1e-07
51500  1.1e-07
52000  1.1e-07
52500  1.1e-07
53000  1.1e-07
53500  1.1e-07
54000  1e-07
54500  1.1e-07
55000  1.71e-07
55500  1.81e-07
56000  1.1e-07
56500  1.71e-07
57000  1e-07
57500  1.1e-07
58000  1.1e-07
58500  2e-07
59000  9.1e-08
59500  1.6e-07
60000  1e-07
60500  1.2e-07
61000  1e-07
61500  1.11e-07
62000  1.11e-07
62500  1.7e-07
63000  1.5e-07
63500  1.1e-07
64000  1.11e-07
64500  1.11e-07
65000  1.1e-07
65500  1.1e-07
66000  1e-07
66500  1.11e-07
67000  1e-07
67500  1.11e-07
68000  1e-07
68500  1.1e-07
69000  1.6e-07
69500  1.6e-07
70000  1.5e-07
70500  1.21e-07
71000  1.5e-07
71500  1.1e-07
72000  1.1e-07
72500  1.5e-07
73000  1.1e-07
73500  1.7e-07
74000  1.6e-07
74500  1.5e-07
75000  1e-07
75500  1.5e-07
76000  1e-07
76500  1e-07
77000  1.71e-07
77500  1.51e-07
78000  1.7e-07
78500  1.51e-07
79000  1.1e-07
79500  1.5e-07
80000  1.1e-07
80500  1.1e-07
81000  1.11e-07
81500  1.5e-07
82000  1.61e-07
82500  1.6e-07
83000  1.61e-07
83500  1.6e-07
84000  1.5e-07
84500  1.6e-07
85000  1.31e-07
85500  1.2e-07
86000  1.3e-07
86500  1.61e-07
87000  1.1e-07
87500  1e-07
88000  1.1e-07
88500  1e-07
89000  1e-07
89500  1.5e-07
90000  2.5e-07
90500  1.1e-07
91000  1.2e-07
91500  1.61e-07
92000  1.6e-07
92500  1.6e-07
93000  1.2e-07
93500  1e-07
94000  1.5e-07
94500  2.6e-07
95000  1.1e-07
95500  1.5e-07
96000  1e-07
96500  1.11e-07
97000  1e-07
97500  1.1e-07
98000  1.1e-07
98500  1.6e-07
99000  1.7e-07
99500  1.1e-07
100000  1.1e-07
