1000  1.11e-07
1500  1.12e-07
2000  1.16e-07
2500  9.9e-08
3000  1.04e-07
3500  9.8e-08
4000  1.05e-07
4500  9.8e-08
5000  9.7e-08
5500  8.6e-08
6000  8.6e-08
6500  9.2e-08
7000  8.4e-08
7500  8.6e-08
8000  9.4e-08
8500  9.2e-08
9000  7.8e-08
9500  8.9e-08
10000  9.9e-08
10500  8.6e-08
11000  7.5e-08
11500  9.7e-08
12000  1.04e-07
12500  1.05e-07
13000  9.6e-08
13500  1.11e-07
14000  9.8e-08
14500  8.7e-08
15000  1.09e-07
15500  1.41e-07
16000  1.27e-07
16500  1.24e-07
17000  1.28e-07
17500  1.38e-07
18000  1.29e-07
18500  1.42e-07
19000  1.19e-07
19500  1.43e-07
20000  1.28e-07
20500  1.37e-07
21000  1.09e-07
21500  1.22e-07
22000  1.09e-07
22500  1.23e-07
23000  1.51e-07
23500  1.28e-07
24000  1.32e-07
24500  1.25e-07
25000  1.03e-07
25500  1.4e-07
26000  1.27e-07
26500  1.16e-07
27000  1.25e-07
27500  1.21e-07
28000  1.1e-07
28500  1.18e-07
29000  1.25e-07
29500  1.63e-07
30000  1.15e-07
30500  1.03e-07
31000  1.19e-07
31500  1.04e-07
32000  9.6e-08
32500  1.9e-07
33000  9.7e-08
33500  9.7e-08
34000  9.6e-08
34500  9.5e-08
35000  1.12e-07
35500  8.8e-08
36000  1.1e-07
36500  9.1e-08
37000  1e-07
37500  1.13e-07
38000  9e-08
38500  1.52e-07
39000  9.3e-08
39500  1.33e-07
40000  1.38e-07
40500  1.44e-07
41000  1.23e-07
41500  1.17e-07
42000  1.26e-07
42500  1.23e-07
43000  1.42e-07
43500  1.25e-07
44000  1.46e-07
44500  1.32e-07
45000  1.25e-07
45500  1.47e-07
46000  1.34e-07
46500  1.29e-07
47000  1.55e-07
47500  1.27e-07
48000  1.44e-07
48500  1.38e-07
49000  1.25e-07
49500  1.45e-07
50000  1.32e-07
50500  1.53e-07
51000  1.12e-07
51500  1.29e-07
52000  1.19e-07
52500  1.23e-07
53000  1.2e-07
53500  1.36e-07
54000  1.4e-07
54500  1.25e-07
55000  1.16e-07
55500  1.17e-07
56000  1.39e-07
56500  1.17e-07
57000  1.29e-07
57500  1.27e-07
58000  1.11e-07
58500  1.12e-07
59000  1.16e-07
59500  1.24e-07
60000  1.14e-07
60500  1.23e-07
61000  1.04e-07
61500  1.22e-07
62000  1.31e-07
62500  1.19e-07
63000  1.05e-07
63500  1.06e-07
64000  1.1e-07
64500  1.34e-07
65000  1.12e-07
65500  1.21e-07
66000  1.44e-07
66500  1.13e-07
67000  1.04e-07
67500  1.07e-07
68000  1.15e-07
68500  1.15e-07
69000  1.05e-07
69500  9.9e-08
70000  1.18e-07
70500  1.34e-07
71000  1.11e-07
71500  1.03e-07
72000  1e-07
72500  1.2e-07
73000  1.3e-07
73500  1.21e-07
74000  1.09e-07
74500  1.01e-07
75000  9.9e-08
75500  1.23e-07
76000  1.1e-07
76500  1.12e-07
77000  9.4e-08
77500  1.18e-07
78000  8.8e-08
78500  1.12e-07
79000  1.1e-07
79500  1.03e-07
80000  1.01e-07
80500  9.7e-08
81000  1.06e-07
81500  9.7e-08
82000  9.5e-08
82500  1.08e-07
83000  1.17e-07
83500  9.4e-08
84000  8.7e-08
84500  8.7e-08
85000  1.09e-07
85500  7.7e-08
86000  1e-07
86500  8.2e-08
87000  9.9e-08
87500  8.5e-08
88000  8.4e-08
88500  8e-08
89000  8.3e-08
89500  8.9e-08
90000  7.7e-08
90500  8.7e-08
91000  7.8e-08
91500  1.3e-07
92000  1.24e-07
92500  1.15e-07
93000  1.2e-07
93500  1.27e-07
94000  1.4e-07
94500  1.19e-07
95000  1.18e-07
95500  1.26e-07
96000  1.26e-07
96500  1.4e-07
97000  1.2e-07
97500  1.29e-07
98000  1.27e-07
98500  1.23e-07
99000  1.29e-07
99500  1.43e-07
100000  1.73e-07
